case_id,note,feature_family,f1,f2,f3,pitch1,pitch2,pitch3,pitch1_cents,pitch2_cents,pitch3_cents,h2,h3,delta2_cents,delta3_cents,q1,q2,q3,a1,a2,a3
flow_probe,all_closed,z_resonance,132.48449920052258,392.3913282035871,652.4447545425186,C3,G4,E5,21.98405909847308,1.7475617481021675,-17.977331716434623,2.961790477916071,4.924687480268975,-22.1914982157585,-26.27510467974251,41.306606490875545,116.68325986799127,191.55943556815228,140193192.63632798,108849409.02004363,21207118.712195836
flute_probe,all_closed,y_resonance,252.58722628118255,507.6099237983561,762.7674730323074,B3,B4,G5,39.13378953489101,47.46010055443983,-47.51224018129408,2.009642099768259,3.019818081311789,8.326311019548818,11.398969418427425,75.51095653797819,141.0424788802406,180.8897931063701,2.6065793689514395e-05,8.878087933684225e-06,1.0864007328878704e-05
recorder_probe,all_closed,y_resonance,232.41569294912046,467.4401169172256,711.9248937128223,A#3,A#4,F5,-4.95524734025033,4.733637795186734,33.06582972199938,2.0112244185660724,3.063153286592718,9.688885135437094,36.06607619686225,69.86722958435831,136.46636301715705,169.02963409503758,2.986186296571825e-05,4.615066143336632e-06,1.4692175994072488e-05
